Body 159 : 86670.335595	-594470.886936	0.000000	|	29.005401	-200.168394	0.000000
Body 160 : 1145.626306	-1187.098247	0.000000	|	0.738203	-0.511030	0.000000
Body 161 : -80643.517081	-40096.249422	0.000000	|	-27.099035	-13.607975	0.000000
Body 162 : -702.242127	1270.409690	0.000000	|	-0.319111	0.274800	0.000000
Body 163 : -8287.103072	-35276.233665	0.000000	|	-2.986491	-11.963313	0.000000
Body 164 : 6320.561013	-13041.276045	0.000000	|	2.031568	-4.751546	0.000000
Body 165 : -19114.924502	-13589.796102	0.000000	|	-6.485932	-4.633939	0.000000
Body 166 : 15889.033479	-53370.717731	0.000000	|	5.844320	-20.121277	0.000000
Body 167 : -1501.726934	6881.441488	0.000000	|	-0.864955	2.896741	0.000000
Body 168 : 7523.254772	5568.473632	0.000000	|	2.280432	1.863073	0.000000
Body 169 : -8086.071650	16534.993711	0.000000	|	-2.774176	5.494239	0.000000
Body 170 : 1163.753824	242.831599	0.000000	|	0.401530	-0.235085	0.000000
Body 171 : -3439.571407	-5879.260989	0.000000	|	-1.352549	-2.141903	0.000000
Body 172 : 680.640335	1133.839658	0.000000	|	0.155337	0.345515	0.000000
Body 173 : -9840.141770	15471.207636	0.000000	|	-3.701040	5.554660	0.000000
Body 174 : 2451.851464	-1712.085454	0.000000	|	0.705853	-0.712543	0.000000
Body 175 : 17163.584438	14053.789927	0.000000	|	5.618820	4.615318	0.000000
Body 176 : -22248.203299	-10980.791031	0.000000	|	-8.272810	-4.273770	0.000000
Body 177 : -13808.774218	-9832.823185	0.000000	|	-5.009395	-3.573762	0.000000
Body 178 : 323.075986	1474.338974	0.000000	|	-0.030611	0.146481	0.000000
Body 179 : 2742.746411	-751.328483	0.000000	|	0.802392	-0.391655	0.000000
Body 180 : -1935.657126	732.391657	0.000000	|	-0.965503	0.195576	0.000000
Body 181 : 14789.647157	9543.678222	0.000000	|	5.214955	3.287839	0.000000
Body 182 : -470664.617318	-1383121.760202	0.000000	|	-160.088592	-469.950439	0.000000
Body 183 : 5970.730799	169.158987	0.000000	|	1.871810	-0.232150	0.000000
Body 184 : 11083.142317	32734.102446	0.000000	|	3.861781	11.630825	0.000000
Body 185 : 1399.475655	-415.997487	0.000000	|	0.480628	-0.119556	0.000000
Body 186 : 2494.542409	-2098.550952	0.000000	|	0.575101	-1.057931	0.000000
Body 187 : 1217.995110	-2911.603848	0.000000	|	0.329647	-1.350240	0.000000
Body 188 : 1340.933955	340.095236	0.000000	|	0.207243	0.120447	0.000000
Body 189 : -1051.884082	-1196.165058	0.000000	|	-0.408352	-0.631949	0.000000
Body 190 : 1730.506130	-642.696743	0.000000	|	0.463925	-0.202802	0.000000
Body 191 : -20347.290154	3426.722001	0.000000	|	-8.441282	1.219355	0.000000
Body 192 : 10458.863299	6007.792092	0.000000	|	3.307815	2.045058	0.000000
Body 193 : 30496.146350	21449.546343	0.000000	|	10.119879	7.059845	0.000000
Body 194 : -26394.105550	-31672.096807	0.000000	|	-9.063153	-10.902286	0.000000
Body 195 : 1280.529437	-444.812531	0.000000	|	0.170005	-0.394561	0.000000
Body 196 : -1392.146552	-560.949121	0.000000	|	-0.666252	-0.482521	0.000000
Body 197 : -548.683900	-907.147810	0.000000	|	-0.592887	-0.828986	0.000000
Body 198 : 10973.928278	30656.507363	0.000000	|	3.514643	10.347953	0.000000
Body 199 : -1067.681243	5358.606672	0.000000	|	-0.330814	1.619953	0.000000
Body 200 : 4746.603006	-1400.836680	0.000000	|	1.630826	-0.635461	0.000000
Body 201 : -3983.822948	-106.296166	0.000000	|	-1.649767	-0.197230	0.000000
Body 202 : 653.689761	3993.773012	0.000000	|	0.056717	1.240431	0.000000
Body 203 : 46.693015	1428.250461	0.000000	|	-0.217096	0.893465	0.000000
Body 204 : 1738.436956	-2599.515553	0.000000	|	0.338866	-0.768709	0.000000
Body 205 : -11775.678549	-1823.739710	0.000000	|	-3.941292	-0.778388	0.000000
Body 206 : 1274.111365	7365.687936	0.000000	|	0.305446	2.166459	0.000000
Body 207 : -222.361316	-226.560527	0.000000	|	-0.215990	-0.256973	0.000000
Body 208 : -33305.430936	-16353.944871	0.000000	|	-11.448626	-5.557251	0.000000
Body 209 : -10303.106587	3647.971282	0.000000	|	-3.557785	1.034541	0.000000
Body 210 : 33961.034798	-37571.980651	0.000000	|	11.175731	-12.676759	0.000000
Body 211 : -2870.513423	2055.837396	0.000000	|	-1.167884	0.694877	0.000000
Body 212 : -2693.448295	8421.412561	0.000000	|	-0.939801	2.854953	0.000000
